column,count,null_count,bool_count,numeric_count,max,mean,min,stddev,nunique_numbers,nunique_numbers_lower,nunique_numbers_upper,inferred_dtype,dtype_fraction,type_unknown_count,type_null_count,type_fractional_count,type_integral_count,type_boolean_count,type_string_count,nunique_str,nunique_str_lower,ununique_str_upper,quantile_0.0000,quantile_0.0100,quantile_0.0500,quantile_0.2500,quantile_0.5000,quantile_0.7500,quantile_0.9500,quantile_0.9900,quantile_1.0000
mo_sin_old_rev_tl_op,99999.0,0.0,0.0,99999.0,791.0,187.11646116461165,4.0,96.46360205519636,651.0,651.0,651.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,52.0,120.0,170.0,238.0,367.0,467.0,791.0
last_pymnt_amnt,99999.0,0.0,0.0,99999.0,36307.01,4176.571200811999,0.0,6388.689113176945,66868.24990025535,65854.97192898772,67896.97669739703,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2999999523162842,65.38999938964844,332.1000061035156,752.8499755859375,5871.75,18655.7890625,28401.6796875,36307.01171875
bc_util,99999.0,0.0,0.0,98964.0,235.3,61.00742694313126,0.0,27.955165825928617,1179.0,1179.0,1179.0,2.0,0.989649896498965,0.0,1035.0,98964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,10.899999618530273,39.70000076293945,64.19999694824219,86.19999694824219,98.5999984741211,101.19999694824219,235.3000030517578
sec_app_fico_range_low,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
emp_title,99999.0,0.0,0.0,3.0,911.0,369.6666666666667,5.0,478.13944967272187,3.0,3.0,3.0,5.0,0.938619386193862,2.0,6133.0,0.0,3.0,0.0,93861.0,37610.49706686357,37054.77400894044,38174.47009071456,5.0,5.0,5.0,5.0,193.0,911.0,911.0,911.0,911.0
home_ownership,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,4.0,4.0,4.0,,,,,,,,,
debt_settlement_flag,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,2.0,2.0,2.0,,,,,,,,,
mths_since_last_major_derog,99999.0,0.0,0.0,29371.0,157.0,44.16843144598413,0.0,21.485109594189073,128.0,128.0,128.0,1.0,0.7062870628706287,0.0,70628.0,29371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,27.0,44.0,63.0,76.0,83.0,157.0
tot_hi_cred_lim,99999.0,0.0,0.0,99999.0,9999999.0,176852.44527445274,2500.0,178719.42397535223,79350.33914433932,78141.95281400575,80577.2455025571,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,10000.0,20300.0,52600.0,116003.0,256145.0,515879.0,822179.0,9999999.0
collection_recovery_fee,99999.0,0.0,0.0,99999.0,6013.2888000002,39.25782157420211,0.0,168.77452473086382,11178.2999070581,11038.28001384659,11320.065847976774,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.76519775390625,724.0751953125,6013.28857421875
sec_app_open_act_il,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
total_pymnt,99999.0,0.0,0.0,99999.0,57291.0011480969,15155.843723507263,0.0,9721.805835525991,92230.505096991,90820.81175503864,93661.88761220501,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.31005859375,2931.530029296875,7639.23779296875,13063.42578125,21024.884765625,35004.75,42624.9140625,57291.0
open_rv_12m,99999.0,0.0,0.0,21372.0,22.0,1.389060452929066,0.0,1.5201293497879704,18.0,18.0,18.0,1.0,0.7862778627786278,0.0,78627.0,21372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,22.0
acc_open_past_24mths,99999.0,0.0,0.0,99999.0,64.0,4.71519715197152,0.0,3.2440928827106887,40.0,40.0,40.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,11.0,16.0,64.0
num_bc_sats,99999.0,0.0,0.0,99999.0,39.0,4.803138031380314,0.0,3.1028016856421075,39.0,39.0,39.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,11.0,16.0,39.0
total_rev_hi_lim,99999.0,0.0,0.0,99999.0,888800.0,34503.24292242922,0.0,34710.00212867848,4740.32111557171,4712.015599936607,4768.787269535305,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,6000.0,14400.0,25200.0,43300.0,92000.0,208800.0,888800.0
total_cu_tl,99999.0,0.0,0.0,21372.0,35.0,1.5370578326782707,0.0,2.7233391655447496,33.0,33.0,33.0,1.0,0.7862778627786278,0.0,78627.0,21372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,12.0,35.0
hardship_loan_status,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992189921899219,0.0,99218.0,0.0,0.0,0.0,781.0,4.0,4.0,4.0,,,,,,,,,
earliest_cr_line,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,620.0,620.0,620.0,,,,,,,,,
mo_sin_rcnt_tl,99999.0,0.0,0.0,99999.0,197.0,7.80669806698067,0.0,9.051261417228664,140.0,140.0,140.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,10.0,22.0,39.0,197.0
il_util,99999.0,0.0,0.0,18617.0,223.0,71.58049094913251,0.0,23.021964104681757,160.0,160.0,160.0,1.0,0.8138281382813828,0.0,81382.0,18617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,59.0,75.0,88.0,101.0,116.0,223.0
total_pymnt_inv,99999.0,0.0,0.0,99999.0,57291.0,15147.267534475648,0.0,9716.174867059333,88667.52462527512,87313.51610400133,90042.34565406742,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.0999755859375,2885.72998046875,7581.8701171875,13006.0302734375,20938.119140625,35068.03125,42225.359375,57291.0
num_actv_rev_tl,99999.0,0.0,0.0,99999.0,42.0,5.707037070370704,0.0,3.394861423065378,41.0,41.0,41.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,12.0,18.0,42.0
addr_state,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,49.0,49.0,49.0,,,,,,,,,
grade,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,7.0,7.0,7.0,,,,,,,,,
total_rec_late_fee,99999.0,0.0,0.0,99999.0,1098.360001362,2.057948320067066,-2e-10,14.364859640004392,2349.0,2349.0,2349.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.000000026702864e-10,0.0,0.0,0.0,0.0,0.0,15.0,58.619998931884766,1098.3599853515625
out_prncp_inv,99999.0,0.0,0.0,99999.0,22692.22,1001.1506389063911,0.0,2938.037928731073,8829.763766962185,8727.750490933915,8932.945078106477,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8549.240234375,13581.3701171875,22692.220703125
deferral_term,99999.0,0.0,0.0,781.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.992189921899219,0.0,99218.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
fico_range_high,99999.0,0.0,0.0,99999.0,850.0,698.5928259282592,664.0,30.827128428871816,38.0,38.0,38.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,664.0,664.0,674.0,689.0,714.0,764.0,804.0,850.0
application_type,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,2.0,2.0,2.0,,,,,,,,,
hardship_end_date,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992189921899219,0.0,99218.0,0.0,0.0,0.0,781.0,27.0,27.0,27.0,,,,,,,,,
last_pymnt_d,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.999289992899929,0.0,71.0,0.0,0.0,0.0,99928.0,42.0,42.0,42.0,,,,,,,,,
open_rv_24m,99999.0,0.0,0.0,21372.0,43.0,2.9754819389855887,0.0,2.6318859876071943,28.0,28.0,28.0,1.0,0.7862778627786278,0.0,78627.0,21372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,8.0,11.0,43.0
revol_bal,99999.0,0.0,0.0,99999.0,898146.0,17672.959419594197,0.0,23709.09938265606,37731.36964999982,37173.75488711453,38297.264119642066,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,1900.0,6278.0,11777.0,21197.0,47602.0,114676.0,898146.0
total_bal_il,99999.0,0.0,0.0,21372.0,878459.0,36552.811388732924,0.0,43103.8336191937,17456.442667811392,17216.83084467707,17699.345445605984,1.0,0.7862778627786278,0.0,78627.0,21372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10409.0,24615.0,48274.0,114212.0,219492.0,878459.0
mort_acc,99999.0,0.0,0.0,99999.0,35.0,1.6580965809658097,0.0,1.9419677252223004,24.0,24.0,24.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,35.0
mo_sin_old_il_acct,99999.0,0.0,0.0,97221.0,651.0,127.50939611812262,0.0,52.30421263135779,420.0,420.0,420.0,2.0,0.972219722197222,0.0,2778.0,97221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,100.0,130.0,154.0,217.0,273.0,651.0
emp_length,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.938879388793888,0.0,6112.0,0.0,0.0,0.0,93887.0,11.0,11.0,11.0,,,,,,,,,
int_rate,99999.0,0.0,0.0,99999.0,28.99,12.200500205003525,5.32,4.137513304887889,81.0,81.0,81.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,5.320000171661377,5.320000171661377,6.239999771118164,9.170000076293945,11.989999771118164,14.329999923706055,18.989999771118164,23.989999771118164,28.989999771118164
pymnt_plan,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,2.0,2.0,2.0,,,,,,,,,
all_util,99999.0,0.0,0.0,21372.0,151.0,60.88199513381995,0.0,20.013841534437805,139.0,139.0,139.0,1.0,0.7862778627786278,0.0,78627.0,21372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,48.0,62.0,75.0,92.0,103.0,151.0
url,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,99999.0,100552.53319563594,99012.7814293278,102116.0217566205,,,,,,,,,
mo_sin_rcnt_rev_tl_op,99999.0,0.0,0.0,99999.0,315.0,13.53760537605376,0.0,17.373149394287513,200.0,200.0,200.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,16.0,47.0,91.0,315.0
payment_plan_start_date,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992189921899219,0.0,99218.0,0.0,0.0,0.0,781.0,26.0,26.0,26.0,,,,,,,,,
hardship_reason,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.992189921899219,0.0,99218.0,0.0,0.0,0.0,781.0,9.0,9.0,9.0,,,,,,,,,
out_prncp,99999.0,0.0,0.0,99999.0,22692.22,1001.743482334825,0.0,2939.8636284198205,8354.925082359225,8260.723871606071,8450.177447185219,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8602.740234375,14169.1298828125,22692.220703125
fico_range_low,99999.0,0.0,0.0,99999.0,845.0,694.5926959269593,660.0,30.8264920239595,38.0,38.0,38.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,670.0,685.0,710.0,755.0,800.0,845.0
total_bal_ex_mort,99999.0,0.0,0.0,99999.0,1684313.0,52977.069500695005,0.0,49357.20329696887,65682.13301029339,64687.39697835487,66692.02602536649,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2648.0,7619.0,22727.0,40395.0,66782.0,142829.0,242390.0,1684313.0
hardship_length,99999.0,0.0,0.0,781.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.992189921899219,0.0,99218.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
open_acc,99999.0,0.0,0.0,99999.0,67.0,11.94910949109491,1.0,5.683096526870242,58.0,58.0,58.0,2.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,8.0,11.0,15.0,23.0,29.0,67.0
